rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,accuracy,prac_weighted_accuracy,cumulative_accuracy
null,,prac_rt_thecrossant_black,250420,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,
null,,warning_page,255423,,,,,,,,warning,,,null,,,,,,,,,,
null,,prac_color_black,255524,,,,,,,,black_plus_sign,,,null,,,,,,,,,,
null,,prac_learn_phase(without_color),259027,,,,,,,,black_plus_sign,,,null,object_03a.png,object_10c.png,,,,,,,,
null,,black_cross(without_color)1,259806,,,,,,,,green,,,null,object_10b.png,object_01b.png,,,,,,,,
null,,prac_rt_plussign_withcolor,260308,,,,,,,,green,,,null,object_03a.png,object_10c.png,,,,,,,,
null,,prac_rt_thecrossant_black,261894,,,,,,,,black_plus_sign,,,null,,,NaN,,,,,,,
null,,prac_color_black,261995,,,,,,,,black_plus_sign,,,null,,,,,,,,,,
24693.29999999702,,instruct_dir_01,286691,,,,,,,,instruct,0,Next,,,,,,,,,,,
11834.79999999702,,instruct_dir_2,298527,,,,,,,,instruct,1,Next,,,,,,,,,,,
16308.40000000596,,instruct_dir_3,314836,,,,,,,,instruct,1,Next,,,,,,,,,,,
21170.29999999702,,instruct_dir_4,336008,,,,,,,,instruct,1,Start,,,,,,,,,,,
null,,thebreak,336110,,,,,,,,<p></p>,,,null,,,,,,,,,,
2502.0999999940395,,intro_0,338613,,,,,,,,instruct,,,32,,,,,,,,,,
11852.29999999702,,prac_directmemory_phase,350467,,,,,,,,practice/object_04a.png,,,51,,,,practice/object_03b.png,practice/object_01a.png,practice/object_04b.png,practice/object_04b.png,1,1,1
5217.5,,prac_directmemory_phase,355686,,,,,,,,practice/object_01a.png,,,50,,,,practice/object_02a.png,practice/object_01b.png,practice/object_03b.png,practice/object_01b.png,1,1,1
3390.2999999970198,,prac_directmemory_phase,359078,,,,,,,,practice/object_02a.png,,,51,,,,practice/object_03b.png,practice/object_04a.png,practice/object_02b.png,practice/object_02b.png,1,1,1
2397.6999999955297,,prac_directmemory_phase,361478,,,,,,,,practice/object_03a.png,,,49,,,,practice/object_03b.png,practice/object_02b.png,practice/object_04a.png,practice/object_03b.png,1,1,1
15187,,practice_feedback,376667,,,,,,,,practice_feedback,1,,,,,,,,,,,,
7829.79999999702,,proceed_actualTask,384498,,,,,,,,proceed_actualTask,1,Continue,,,,,,,,,,,
9714.89999999851,,last_inst,394214,,,,,,,,last_inst,,,32,,,,,,,,,,
null,,learn_phase(without_color)1,397716,,,,,,,,black_plus_sign,,,null,object_10b.png,object_01b.png,,,,,,,,
null,,black_cross(without_color)1,398497,,,,,,,,green,,,null,object_10b.png,object_01b.png,,,,,,,,
null,,rt_plussign_withcolor1,398999,,,,,,,,green,,,null,object_10b.png,object_01b.png,,,,,,,,
null,,rt_thecrossant_black1,400224,,,,,,,,black_plus_sign,,,null,,,,,,,,,,NaN
