rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy
null,,learn_phase(without_color)6,4665368,,,,black_plus_sign,,,null,object_02b.png,object_10b.png,,,,,,,,,,
null,,black_cross(without_color)6,4665926,,,,green,,,null,object_02b.png,object_10b.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4666439,,,,green,,,null,object_02b.png,object_10b.png,,,,,,,,,,
1354.0999999940395,,rt_thecrossant_black6,4667903,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black6,4668013,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4671526,,,,black_plus_sign,,,null,object_01a.png,object_04b.png,,,,,,,,,,
null,,black_cross(without_color)6,4672375,,,,green,,,null,object_01a.png,object_04b.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4672886,,,,green,,,null,object_01a.png,object_04b.png,,,,,,,,,,
664.5,,rt_thecrossant_black6,4674060,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black6,4674169,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4677688,,,,black_plus_sign,,,null,object_07a.png,object_10c.png,,,,,,,,,,
null,,black_cross(without_color)6,4678557,,,,blue,,,null,object_07a.png,object_10c.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4679067,,,,blue,,,null,object_07a.png,object_10c.png,,,,,,,,,,
968.2999999970198,,rt_thecrossant_black6,4680219,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black6,4680328,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4683833,,,,black_plus_sign,,,null,object_05b.png,object_01b.png,,,,,,,,,,
null,,black_cross(without_color)6,4684590,,,,blue,,,null,object_05b.png,object_01b.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4685101,,,,blue,,,null,object_05b.png,object_01b.png,,,,,,,,,,
1061.3000000044703,,rt_thecrossant_black6,4686368,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black6,4686478,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4689992,,,,black_plus_sign,,,null,object_14b.png,object_09c.png,,,,,,,,,,
null,,black_cross(without_color)6,4691073,,,,green,,,null,object_14b.png,object_09c.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4691587,,,,green,,,null,object_14b.png,object_09c.png,,,,,,,,,,
1218.7999999970198,,rt_thecrossant_black6,4692532,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black6,4692640,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4696145,,,,black_plus_sign,,,null,object_06a.png,object_05a.png,,,,,,,,,,
null,,black_cross(without_color)6,4697218,,,,blue,,,null,object_06a.png,object_05a.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4697730,,,,blue,,,null,object_06a.png,object_05a.png,,,,,,,,,,
1437.5,,rt_thecrossant_black6,4698678,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black6,4698786,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4702296,,,,black_plus_sign,,,null,object_13c.png,object_12a.png,,,,,,,,,,
null,,black_cross(without_color)6,4702761,,,,blue,,,null,object_13c.png,object_12a.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4703273,,,,blue,,,null,object_13c.png,object_12a.png,,,,,,,,,,
1946.7999999970198,,rt_thecrossant_black6,4704839,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black6,4704948,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4708464,,,,black_plus_sign,,,null,object_11c.png,object_15b.png,,,,,,,,,,
null,,black_cross(without_color)6,4709290,,,,blue,,,null,object_11c.png,object_15b.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4709803,,,,blue,,,null,object_11c.png,object_15b.png,,,,,,,,,,
851.8999999985099,,rt_thecrossant_black6,4710989,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black6,4711093,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4714605,,,,black_plus_sign,,,null,object_13a.png,object_10a.png,,,,,,,,,,
null,,black_cross(without_color)6,4715412,,,,blue,,,null,object_13a.png,object_10a.png,,,,,,,,,,
496.3999999985099,,rt_plussign_withcolor6,4715915,,,,blue,,,49,object_13a.png,object_10a.png,,,,,,,,,,
